"loan_id","customer_id","funded_amount","term_months","int_rate","fico_score","dti","purpose","home_ownership","issue_date","risk_tier","loan_status"
"LN123396","CUST209921",15000,60,"12.78",755,"0.23","Debt Consolidation","MORTGAGE","2024-12-10","Low Risk","Default"
"LN123397","CUST211112",15000,36,"18.53",656,"0.57","Home Improvement","MORTGAGE","2024-06-28","High Risk","Fully Paid"
"LN123398","CUST201080",15000,36,"14.02",632,"0.53","Credit Card Refinance","RENT","2024-06-04","High Risk","Fully Paid"
"LN123399","CUST209326",5000,36,"13.65",692,"0.33","Credit Card Refinance","OWN","2023-01-29","Medium Risk","Fully Paid"
"LN123400","CUST204300",15000,36,"13.10",751,"0.39","Credit Card Refinance","OWN","2025-08-01","Low Risk","Fully Paid"
"LN123401","CUST211914",15000,36,"13.45",700,"0.35","Credit Card Refinance","RENT","2023-06-06","Medium Risk","Default"
"LN123402","CUST213759",15000,60,"13.81",661,"0.46","Home Improvement","RENT","2023-05-19","Medium Risk","Fully Paid"
"LN123403","CUST205228",35000,36,"16.74",692,"0.38","Home Improvement","MORTGAGE","2023-02-01","Medium Risk","Fully Paid"
"LN123404","CUST207386",15000,60,"14.70",685,"0.32","Major Purchase","RENT","2025-08-08","Medium Risk","Fully Paid"
"LN123405","CUST205868",10000,36,"16.22",656,"0.46","Debt Consolidation","RENT","2023-12-18","High Risk","Default"
"LN123406","CUST212161",20000,60,"16.44",683,"0.35","Debt Consolidation","RENT","2025-11-22","Medium Risk","Fully Paid"
"LN123407","CUST213287",35000,36,"18.19",638,"0.25","Credit Card Refinance","RENT","2025-02-06","High Risk","Default"
"LN123408","CUST207872",10000,60,"19.08",630,"0.39","Credit Card Refinance","RENT","2023-02-19","High Risk","Fully Paid"
"LN123409","CUST206070",20000,36,"13.52",707,"0.39","Major Purchase","MORTGAGE","2023-12-12","Medium Risk","Fully Paid"
"LN123410","CUST208188",5000,60,"18.32",660,"0.25","Small Business","MORTGAGE","2024-05-14","Medium Risk","Fully Paid"
"LN123411","CUST204920",10000,60,"15.79",678,"0.45","Small Business","MORTGAGE","2023-02-22","Medium Risk","Fully Paid"
"LN123412","CUST212508",50000,60,"16.73",641,"0.37","Debt Consolidation","MORTGAGE","2024-12-09","High Risk","Fully Paid"
"LN123413","CUST208014",50000,36,"15.81",651,"0.30","Debt Consolidation","OWN","2023-03-04","High Risk","Fully Paid"
"LN123414","CUST205136",15000,36,"16.59",655,"0.35","Credit Card Refinance","MORTGAGE","2025-05-21","High Risk","Fully Paid"
"LN123415","CUST208945",20000,36,"18.57",650,"0.44","Major Purchase","RENT","2025-06-07","High Risk","Fully Paid"
"LN123416","CUST212206",35000,36,"17.01",659,"0.32","Debt Consolidation","RENT","2025-06-29","High Risk","Fully Paid"
"LN123417","CUST203118",50000,60,"16.92",689,"0.27","Major Purchase","MORTGAGE","2023-07-13","Medium Risk","Fully Paid"
"LN123418","CUST203738",15000,36,"12.47",749,"0.20","Major Purchase","MORTGAGE","2024-06-01","Low Risk","Fully Paid"
"LN123419","CUST209622",15000,36,"13.90",718,"0.05","Credit Card Refinance","MORTGAGE","2024-11-26","Medium Risk","Fully Paid"
"LN123420","CUST202795",15000,36,"16.05",663,"0.23","Home Improvement","OWN","2024-04-24","Medium Risk","Fully Paid"
"LN123421","CUST200700",5000,36,"17.06",648,"0.24","Debt Consolidation","RENT","2024-03-31","High Risk","Fully Paid"
"LN123422","CUST211320",15000,36,"18.24",591,"0.52","Home Improvement","RENT","2024-02-12","High Risk","Default"
"LN123423","CUST205782",35000,36,"19.05",646,"0.11","Home Improvement","RENT","2023-09-07","High Risk","Fully Paid"
"LN123424","CUST206714",35000,36,"15.88",625,"0.27","Debt Consolidation","OWN","2025-10-20","High Risk","Fully Paid"
"LN123425","CUST207618",35000,36,"16.15",682,"0.12","Credit Card Refinance","MORTGAGE","2023-06-15","Medium Risk","Fully Paid"
"LN123426","CUST214418",5000,36,"14.19",763,"0.24","Home Improvement","RENT","2024-06-05","Low Risk","Fully Paid"
"LN123427","CUST207564",15000,60,"15.40",660,"0.61","Debt Consolidation","MORTGAGE","2025-07-21","Medium Risk","Fully Paid"
"LN123428","CUST205315",5000,60,"17.23",607,"0.08","Debt Consolidation","RENT","2024-10-10","High Risk","Fully Paid"
"LN123429","CUST213046",10000,36,"14.76",670,"0.27","Debt Consolidation","MORTGAGE","2024-12-31","Medium Risk","Fully Paid"
"LN123430","CUST213869",50000,36,"16.52",657,"0.10","Debt Consolidation","MORTGAGE","2024-06-07","High Risk","Fully Paid"
"LN123431","CUST206607",15000,36,"11.95",743,"0.34","Credit Card Refinance","MORTGAGE","2023-05-16","Low Risk","Fully Paid"
"LN123432","CUST207597",35000,60,"20.41",585,"0.42","Major Purchase","RENT","2023-12-16","High Risk","Default"
"LN123433","CUST214233",5000,36,"16.38",630,"0.10","Debt Consolidation","RENT","2023-12-06","High Risk","Fully Paid"
"LN123434","CUST214731",15000,36,"13.48",718,"0.41","Debt Consolidation","RENT","2024-08-22","Medium Risk","Fully Paid"
"LN123435","CUST207609",20000,60,"14.87",601,"0.46","Home Improvement","MORTGAGE","2023-12-31","High Risk","Fully Paid"
"LN123436","CUST207409",5000,60,"14.27",708,"0.42","Debt Consolidation","RENT","2023-11-17","Medium Risk","Fully Paid"
"LN123437","CUST202502",10000,60,"15.99",646,"0.34","Home Improvement","MORTGAGE","2023-01-12","High Risk","Fully Paid"
"LN123438","CUST202328",5000,60,"14.68",731,"0.13","Debt Consolidation","RENT","2024-01-04","Low Risk","Fully Paid"
"LN123439","CUST212090",20000,60,"15.26",677,"0.50","Debt Consolidation","RENT","2025-11-05","Medium Risk","Default"
"LN123440","CUST212298",75000,60,"20.04",672,"0.27","Credit Card Refinance","MORTGAGE","2023-05-28","Medium Risk","Default"
"LN123441","CUST206318",35000,36,"12.87",709,"0.24","Credit Card Refinance","MORTGAGE","2024-12-31","Medium Risk","Fully Paid"
"LN123442","CUST206875",75000,60,"16.42",680,"0.40","Debt Consolidation","MORTGAGE","2024-01-06","Medium Risk","Fully Paid"
"LN123443","CUST200402",35000,60,"17.66",618,"0.28","Home Improvement","MORTGAGE","2023-04-08","High Risk","Fully Paid"
"LN123444","CUST214310",35000,36,"14.15",653,"0.20","Debt Consolidation","MORTGAGE","2025-11-08","High Risk","Default"
"LN123445","CUST202285",15000,36,"17.06",598,"0.26","Major Purchase","MORTGAGE","2024-12-26","High Risk","Fully Paid"
"LN123446","CUST212915",15000,36,"20.12",636,"0.28","Small Business","MORTGAGE","2023-10-12","High Risk","Fully Paid"
"LN123447","CUST205190",15000,36,"17.39",573,"0.46","Home Improvement","MORTGAGE","2023-08-15","High Risk","Fully Paid"
"LN123448","CUST206250",35000,60,"15.63",796,"0.33","Debt Consolidation","RENT","2025-06-21","Low Risk","Fully Paid"
"LN123449","CUST214259",5000,36,"15.38",678,"0.44","Credit Card Refinance","MORTGAGE","2025-03-14","Medium Risk","Fully Paid"
"LN123450","CUST210358",5000,60,"14.90",706,"0.24","Credit Card Refinance","RENT","2023-01-08","Medium Risk","Fully Paid"
"LN123451","CUST202448",50000,36,"15.99",638,"0.19","Debt Consolidation","RENT","2023-09-04","High Risk","Fully Paid"
"LN123452","CUST206545",5000,36,"13.36",706,"0.42","Debt Consolidation","MORTGAGE","2023-11-20","Medium Risk","Fully Paid"
"LN123453","CUST205992",75000,60,"12.73",718,"0.27","Debt Consolidation","MORTGAGE","2025-05-04","Medium Risk","Fully Paid"
"LN123454","CUST200229",20000,36,"13.44",726,"0.29","Debt Consolidation","OWN","2025-05-30","Low Risk","Fully Paid"
"LN123455","CUST207117",10000,60,"16.75",675,"0.42","Debt Consolidation","OWN","2023-12-07","Medium Risk","Default"
"LN123456","CUST212966",20000,36,"15.06",730,"0.20","Debt Consolidation","RENT","2024-11-15","Low Risk","Fully Paid"
"LN123457","CUST213393",35000,60,"15.72",649,"0.34","Debt Consolidation","MORTGAGE","2023-04-04","High Risk","Default"
"LN123458","CUST210843",10000,36,"17.87",698,"0.28","Credit Card Refinance","RENT","2024-11-01","Medium Risk","Fully Paid"
"LN123459","CUST214834",35000,36,"14.19",682,"0.35","Home Improvement","RENT","2023-04-27","Medium Risk","Fully Paid"
"LN123460","CUST202831",35000,60,"17.66",621,"0.39","Major Purchase","MORTGAGE","2025-09-04","High Risk","Default"
"LN123461","CUST202475",10000,36,"15.84",588,"0.54","Debt Consolidation","MORTGAGE","2024-04-11","High Risk","Fully Paid"
"LN123462","CUST209715",5000,60,"16.33",665,"0.09","Debt Consolidation","MORTGAGE","2023-10-06","Medium Risk","Fully Paid"
"LN123463","CUST203014",10000,60,"16.65",665,"0.23","Debt Consolidation","OWN","2024-07-24","Medium Risk","Fully Paid"
"LN123464","CUST203556",10000,36,"15.56",666,"0.31","Major Purchase","MORTGAGE","2023-05-10","Medium Risk","Fully Paid"
"LN123465","CUST201554",5000,36,"14.27",732,"0.28","Credit Card Refinance","MORTGAGE","2024-04-19","Low Risk","Fully Paid"
"LN123466","CUST200269",20000,36,"13.08",748,"0.23","Major Purchase","RENT","2024-08-27","Low Risk","Fully Paid"
"LN123467","CUST206411",10000,36,"16.10",712,"0.08","Home Improvement","MORTGAGE","2024-05-03","Medium Risk","Fully Paid"
"LN123468","CUST207738",35000,36,"16.09",709,"0.22","Credit Card Refinance","MORTGAGE","2023-04-21","Medium Risk","Fully Paid"
"LN123469","CUST202456",10000,36,"16.26",676,"0.34","Debt Consolidation","RENT","2024-05-20","Medium Risk","Fully Paid"
"LN123470","CUST204439",15000,60,"16.35",688,"0.40","Debt Consolidation","RENT","2023-12-12","Medium Risk","Fully Paid"
"LN123471","CUST205527",20000,36,"15.80",701,"0.29","Home Improvement","OWN","2025-01-18","Medium Risk","Fully Paid"
"LN123472","CUST203241",35000,36,"14.71",687,"0.34","Debt Consolidation","MORTGAGE","2023-04-04","Medium Risk","Fully Paid"
"LN123473","CUST200356",15000,36,"15.31",709,"0.30","Debt Consolidation","MORTGAGE","2023-12-11","Medium Risk","Fully Paid"
"LN123474","CUST208149",10000,36,"16.58",682,"0.35","Credit Card Refinance","RENT","2025-09-23","Medium Risk","Fully Paid"
"LN123475","CUST206427",35000,60,"15.82",655,"0.15","Major Purchase","MORTGAGE","2024-05-28","High Risk","Fully Paid"
"LN123476","CUST202594",10000,36,"16.03",693,"0.36","Debt Consolidation","MORTGAGE","2025-03-24","Medium Risk","Fully Paid"
"LN123477","CUST204973",5000,60,"13.82",668,"0.23","Debt Consolidation","RENT","2023-11-08","Medium Risk","Fully Paid"
"LN123478","CUST213596",15000,36,"11.92",752,"0.24","Home Improvement","MORTGAGE","2024-05-05","Low Risk","Fully Paid"
"LN123479","CUST213989",35000,36,"16.17",658,"0.29","Small Business","MORTGAGE","2024-04-16","High Risk","Fully Paid"
"LN123480","CUST209001",5000,60,"11.48",822,"0.28","Debt Consolidation","MORTGAGE","2025-11-01","Low Risk","Fully Paid"
"LN123481","CUST204550",15000,60,"15.13",761,"0.23","Credit Card Refinance","MORTGAGE","2024-07-30","Low Risk","Fully Paid"
"LN123482","CUST203732",15000,60,"16.65",623,"0.43","Debt Consolidation","RENT","2024-08-28","High Risk","Fully Paid"
"LN123483","CUST203113",50000,36,"15.67",742,"0.33","Home Improvement","MORTGAGE","2023-04-07","Low Risk","Fully Paid"
"LN123484","CUST207972",10000,36,"15.64",673,"0.23","Credit Card Refinance","MORTGAGE","2024-04-20","Medium Risk","Fully Paid"
"LN123485","CUST209943",10000,36,"15.33",708,"0.25","Debt Consolidation","RENT","2025-09-13","Medium Risk","Fully Paid"
"LN123486","CUST211858",15000,36,"12.92",758,"0.30","Credit Card Refinance","MORTGAGE","2025-03-15","Low Risk","Fully Paid"
"LN123487","CUST208178",10000,36,"16.29",641,"0.25","Debt Consolidation","MORTGAGE","2024-12-27","High Risk","Fully Paid"
"LN123488","CUST207092",20000,60,"15.00",656,"0.20","Debt Consolidation","RENT","2024-06-10","High Risk","Fully Paid"
"LN123489","CUST207129",20000,36,"12.98",717,"0.31","Credit Card Refinance","RENT","2024-03-07","Medium Risk","Fully Paid"
"LN123490","CUST213953",35000,36,"17.37",661,"0.30","Debt Consolidation","MORTGAGE","2024-06-28","Medium Risk","Fully Paid"
"LN123491","CUST202619",35000,36,"19.91",568,"0.28","Credit Card Refinance","RENT","2023-11-13","High Risk","Fully Paid"
"LN123492","CUST207985",50000,36,"15.70",728,"0.46","Credit Card Refinance","RENT","2024-12-30","Low Risk","Fully Paid"
"LN123493","CUST210909",15000,36,"16.71",698,"0.30","Major Purchase","RENT","2025-12-10","Medium Risk","Fully Paid"
"LN123494","CUST200980",75000,60,"15.87",678,"0.19","Debt Consolidation","MORTGAGE","2023-02-09","Medium Risk","Fully Paid"
"LN123495","CUST205790",10000,60,"14.69",686,"0.35","Credit Card Refinance","MORTGAGE","2024-01-27","Medium Risk","Fully Paid"
"LN123496","CUST201737",20000,36,"11.68",791,"0.15","Credit Card Refinance","MORTGAGE","2024-04-05","Low Risk","Fully Paid"
"LN123497","CUST201097",15000,36,"11.62",730,"0.46","Debt Consolidation","RENT","2023-02-23","Low Risk","Fully Paid"
"LN123498","CUST205297",35000,60,"17.40",636,"0.27","Credit Card Refinance","RENT","2025-12-06","High Risk","Fully Paid"
"LN123499","CUST211568",15000,36,"15.54",686,"0.21","Debt Consolidation","RENT","2025-04-21","Medium Risk","Default"
"LN123500","CUST207811",35000,36,"14.59",739,"0.26","Debt Consolidation","MORTGAGE","2024-06-05","Low Risk","Fully Paid"
"LN123501","CUST209959",50000,36,"14.95",738,"0.35","Home Improvement","OWN","2023-07-16","Low Risk","Fully Paid"
"LN123502","CUST204741",20000,36,"19.48",604,"0.05","Debt Consolidation","RENT","2024-08-11","High Risk","Fully Paid"
"LN123503","CUST202318",35000,60,"15.66",654,"0.29","Debt Consolidation","RENT","2025-04-22","High Risk","Fully Paid"
"LN123504","CUST203853",5000,60,"17.64",623,"0.35","Debt Consolidation","MORTGAGE","2024-05-18","High Risk","Fully Paid"
"LN123505","CUST208500",10000,36,"13.98",711,"0.45","Debt Consolidation","RENT","2023-09-20","Medium Risk","Fully Paid"
"LN123506","CUST208098",75000,36,"14.09",634,"0.13","Home Improvement","OWN","2023-04-06","High Risk","Fully Paid"
"LN123507","CUST213167",20000,36,"13.31",757,"0.06","Debt Consolidation","MORTGAGE","2025-11-21","Low Risk","Fully Paid"
"LN123508","CUST203546",15000,36,"16.09",744,"0.27","Debt Consolidation","MORTGAGE","2024-10-15","Low Risk","Default"
"LN123509","CUST206822",10000,60,"15.55",667,"0.35","Debt Consolidation","RENT","2023-02-11","Medium Risk","Fully Paid"
"LN123510","CUST208037",5000,36,"15.77",616,"0.22","Debt Consolidation","MORTGAGE","2024-11-12","High Risk","Fully Paid"
"LN123511","CUST200213",10000,36,"17.08",640,"0.30","Small Business","RENT","2023-04-28","High Risk","Fully Paid"
"LN123512","CUST205047",15000,36,"16.28",702,"0.33","Debt Consolidation","MORTGAGE","2024-07-11","Medium Risk","Fully Paid"
"LN123513","CUST210347",10000,36,"15.22",722,"0.39","Credit Card Refinance","OWN","2025-11-12","Low Risk","Fully Paid"
"LN123514","CUST202599",5000,36,"17.58",678,"0.40","Debt Consolidation","OWN","2025-10-11","Medium Risk","Fully Paid"
"LN123515","CUST205548",15000,36,"17.32",551,"0.17","Debt Consolidation","MORTGAGE","2023-08-05","High Risk","Fully Paid"
"LN123516","CUST210330",15000,60,"16.73",714,"0.22","Debt Consolidation","OWN","2024-11-16","Medium Risk","Fully Paid"
"LN123517","CUST205090",10000,36,"14.97",578,"0.12","Debt Consolidation","RENT","2023-02-26","High Risk","Fully Paid"
"LN123518","CUST211208",15000,36,"15.10",574,"0.45","Debt Consolidation","RENT","2024-10-07","High Risk","Fully Paid"
"LN123519","CUST210134",50000,60,"12.08",729,"0.21","Debt Consolidation","OWN","2023-08-30","Low Risk","Fully Paid"
"LN123520","CUST207029",15000,60,"17.72",620,"0.26","Debt Consolidation","MORTGAGE","2023-09-14","High Risk","Fully Paid"
"LN123521","CUST210021",35000,36,"12.94",692,"0.23","Debt Consolidation","MORTGAGE","2024-03-08","Medium Risk","Fully Paid"
"LN123522","CUST201997",50000,36,"14.44",684,"0.42","Credit Card Refinance","MORTGAGE","2025-08-13","Medium Risk","Fully Paid"
"LN123523","CUST209816",5000,60,"15.89",639,"0.19","Debt Consolidation","MORTGAGE","2025-09-26","High Risk","Fully Paid"
"LN123524","CUST202121",5000,36,"16.37",690,"0.48","Home Improvement","OWN","2023-12-15","Medium Risk","Fully Paid"
"LN123525","CUST208678",15000,60,"18.12",652,"0.12","Debt Consolidation","MORTGAGE","2023-08-03","High Risk","Fully Paid"
"LN123526","CUST204619",15000,36,"16.80",682,"0.09","Credit Card Refinance","MORTGAGE","2023-05-02","Medium Risk","Fully Paid"
"LN123527","CUST205589",15000,60,"13.85",660,"0.22","Debt Consolidation","MORTGAGE","2023-04-17","Medium Risk","Fully Paid"
"LN123528","CUST211875",10000,36,"16.42",654,"0.55","Debt Consolidation","OWN","2025-09-16","High Risk","Default"
"LN123529","CUST206118",20000,60,"15.77",647,"0.07","Major Purchase","MORTGAGE","2024-06-02","High Risk","Fully Paid"
"LN123530","CUST213224",5000,36,"16.38",635,"0.35","Credit Card Refinance","RENT","2024-08-14","High Risk","Fully Paid"
"LN123531","CUST211281",50000,36,"14.35",722,"0.29","Credit Card Refinance","MORTGAGE","2024-06-10","Low Risk","Fully Paid"
"LN123532","CUST214158",10000,36,"15.38",657,"0.30","Small Business","MORTGAGE","2025-08-21","High Risk","Fully Paid"
"LN123533","CUST202100",50000,36,"15.84",623,"0.51","Debt Consolidation","RENT","2024-04-19","High Risk","Fully Paid"
"LN123534","CUST206055",5000,60,"15.35",659,"0.23","Debt Consolidation","MORTGAGE","2023-08-08","High Risk","Fully Paid"
"LN123535","CUST209263",10000,36,"15.14",653,"0.35","Debt Consolidation","MORTGAGE","2023-05-27","High Risk","Fully Paid"
"LN123536","CUST207759",10000,36,"17.52",660,"0.30","Debt Consolidation","OWN","2025-08-23","Medium Risk","Fully Paid"
"LN123537","CUST201035",75000,36,"14.53",715,"0.24","Home Improvement","RENT","2023-09-13","Medium Risk","Fully Paid"
"LN123538","CUST200291",5000,36,"17.82",648,"0.22","Home Improvement","MORTGAGE","2025-09-19","High Risk","Fully Paid"
"LN123539","CUST207325",20000,36,"17.61",661,"0.34","Debt Consolidation","RENT","2024-05-29","Medium Risk","Fully Paid"
"LN123540","CUST206063",35000,36,"16.78",712,"0.26","Credit Card Refinance","OWN","2023-01-21","Medium Risk","Fully Paid"
"LN123541","CUST206833",20000,36,"13.06",702,"0.26","Debt Consolidation","MORTGAGE","2023-03-02","Medium Risk","Fully Paid"
"LN123542","CUST204033",10000,60,"16.77",645,"0.18","Home Improvement","MORTGAGE","2024-02-15","High Risk","Default"
"LN123543","CUST203432",50000,60,"12.44",728,"0.22","Debt Consolidation","MORTGAGE","2024-06-08","Low Risk","Fully Paid"
"LN123544","CUST205345",35000,60,"17.13",725,"0.36","Home Improvement","MORTGAGE","2024-12-31","Low Risk","Fully Paid"
"LN123545","CUST211277",15000,36,"15.36",721,"0.23","Debt Consolidation","MORTGAGE","2025-03-18","Low Risk","Fully Paid"
"LN123546","CUST203825",15000,60,"14.42",695,"0.36","Small Business","MORTGAGE","2025-12-17","Medium Risk","Fully Paid"
"LN123547","CUST214912",50000,36,"15.25",671,"0.40","Debt Consolidation","RENT","2025-10-29","Medium Risk","Fully Paid"
"LN123548","CUST214285",75000,36,"18.11",626,"0.37","Debt Consolidation","RENT","2024-07-21","High Risk","Fully Paid"
"LN123549","CUST214788",15000,36,"16.70",610,"0.44","Debt Consolidation","RENT","2025-12-21","High Risk","Fully Paid"
"LN123550","CUST205121",35000,36,"13.59",675,"0.42","Debt Consolidation","RENT","2025-03-22","Medium Risk","Fully Paid"
"LN123551","CUST210386",10000,60,"16.17",680,"0.41","Credit Card Refinance","MORTGAGE","2024-11-05","Medium Risk","Fully Paid"
"LN123552","CUST214776",10000,36,"17.70",666,"0.27","Debt Consolidation","OWN","2025-09-23","Medium Risk","Fully Paid"
"LN123553","CUST207802",5000,60,"15.54",674,"0.05","Debt Consolidation","MORTGAGE","2024-03-02","Medium Risk","Fully Paid"
"LN123554","CUST212892",10000,36,"14.93",748,"0.14","Debt Consolidation","MORTGAGE","2025-09-07","Low Risk","Fully Paid"
"LN123555","CUST204597",20000,36,"12.59",761,"0.28","Debt Consolidation","RENT","2024-08-24","Low Risk","Fully Paid"
"LN123556","CUST209094",15000,36,"17.09",624,"0.35","Credit Card Refinance","RENT","2024-07-23","High Risk","Fully Paid"
"LN123557","CUST205583",10000,36,"15.30",694,"0.42","Debt Consolidation","RENT","2025-02-13","Medium Risk","Fully Paid"
"LN123558","CUST209458",15000,60,"14.92",682,"0.22","Debt Consolidation","MORTGAGE","2025-04-09","Medium Risk","Fully Paid"
"LN123559","CUST213006",10000,36,"13.26",713,"0.38","Credit Card Refinance","MORTGAGE","2025-02-11","Medium Risk","Fully Paid"
"LN123560","CUST205425",75000,36,"12.26",766,"0.30","Debt Consolidation","RENT","2023-01-11","Low Risk","Fully Paid"
"LN123561","CUST211442",35000,36,"11.75",789,"0.32","Debt Consolidation","MORTGAGE","2025-06-25","Low Risk","Default"
"LN123562","CUST203185",10000,36,"13.94",715,"0.37","Debt Consolidation","MORTGAGE","2023-10-04","Medium Risk","Default"
"LN123563","CUST214777",50000,36,"15.24",682,"0.41","Debt Consolidation","MORTGAGE","2024-03-24","Medium Risk","Default"
"LN123564","CUST202083",10000,60,"16.19",661,"0.22","Debt Consolidation","MORTGAGE","2025-03-17","Medium Risk","Default"
"LN123565","CUST205273",20000,36,"12.61",804,"0.26","Credit Card Refinance","MORTGAGE","2025-02-14","Low Risk","Default"
"LN123566","CUST212806",50000,36,"16.32",641,"0.52","Debt Consolidation","RENT","2023-04-29","High Risk","Fully Paid"
"LN123567","CUST210366",10000,36,"14.50",721,"0.09","Debt Consolidation","RENT","2024-08-21","Low Risk","Fully Paid"
"LN123568","CUST209377",20000,36,"14.57",666,"0.47","Home Improvement","MORTGAGE","2025-08-20","Medium Risk","Fully Paid"
"LN123569","CUST214933",10000,36,"17.46",613,"0.24","Credit Card Refinance","OWN","2024-06-23","High Risk","Fully Paid"
"LN123570","CUST203751",10000,60,"11.03",765,"0.34","Major Purchase","MORTGAGE","2023-08-01","Low Risk","Fully Paid"
"LN123571","CUST211602",15000,36,"16.18",592,"0.42","Debt Consolidation","RENT","2023-10-31","High Risk","Fully Paid"
"LN123572","CUST209714",75000,36,"16.64",572,"0.52","Debt Consolidation","OWN","2023-01-14","High Risk","Fully Paid"
"LN123573","CUST209985",15000,60,"13.77",715,"0.29","Debt Consolidation","MORTGAGE","2023-08-05","Medium Risk","Default"
"LN123574","CUST203884",50000,36,"16.33",664,"0.53","Debt Consolidation","MORTGAGE","2023-01-04","Medium Risk","Fully Paid"
"LN123575","CUST213326",50000,36,"15.24",701,"0.15","Debt Consolidation","MORTGAGE","2024-01-31","Medium Risk","Fully Paid"
"LN123576","CUST213430",10000,36,"15.93",679,"0.14","Debt Consolidation","MORTGAGE","2025-06-12","Medium Risk","Fully Paid"
"LN123577","CUST204082",15000,60,"15.96",710,"0.31","Debt Consolidation","MORTGAGE","2025-11-24","Medium Risk","Fully Paid"
"LN123578","CUST208006",20000,36,"16.15",665,"0.12","Major Purchase","MORTGAGE","2024-03-07","Medium Risk","Fully Paid"
"LN123579","CUST209230",15000,36,"12.86",725,"0.22","Major Purchase","MORTGAGE","2025-10-23","Low Risk","Fully Paid"
"LN123580","CUST207697",5000,36,"14.39",726,"0.22","Small Business","RENT","2023-11-12","Low Risk","Fully Paid"
"LN123581","CUST214591",75000,36,"12.18",757,"0.36","Credit Card Refinance","RENT","2024-12-29","Low Risk","Fully Paid"
"LN123582","CUST200318",35000,36,"13.42",743,"0.32","Debt Consolidation","RENT","2023-09-29","Low Risk","Default"
"LN123583","CUST205136",15000,36,"16.25",674,"0.27","Small Business","MORTGAGE","2025-12-28","Medium Risk","Fully Paid"
"LN123584","CUST208372",20000,36,"14.40",714,"0.38","Debt Consolidation","MORTGAGE","2024-07-31","Medium Risk","Fully Paid"
"LN123585","CUST214430",5000,60,"15.96",700,"0.27","Debt Consolidation","OWN","2023-01-10","Medium Risk","Fully Paid"
"LN123586","CUST201567",15000,60,"14.99",701,"0.51","Small Business","MORTGAGE","2024-09-18","Medium Risk","Fully Paid"
"LN123587","CUST206294",50000,36,"14.90",613,"0.31","Debt Consolidation","OWN","2024-03-18","High Risk","Default"
"LN123588","CUST212292",35000,60,"13.98",717,"0.47","Major Purchase","MORTGAGE","2024-05-20","Medium Risk","Default"
"LN123589","CUST202431",10000,36,"15.70",710,"0.33","Debt Consolidation","RENT","2025-01-17","Medium Risk","Fully Paid"
"LN123590","CUST210218",15000,36,"13.91",771,"0.36","Major Purchase","MORTGAGE","2023-08-28","Low Risk","Fully Paid"
"LN123591","CUST205270",20000,36,"12.44",738,"0.05","Debt Consolidation","MORTGAGE","2025-04-03","Low Risk","Fully Paid"
"LN123592","CUST201333",10000,36,"14.63",687,"0.23","Debt Consolidation","MORTGAGE","2023-02-07","Medium Risk","Fully Paid"
"LN123593","CUST208671",5000,36,"15.96",674,"0.33","Major Purchase","RENT","2023-10-08","Medium Risk","Fully Paid"
"LN123594","CUST208044",15000,36,"15.99",629,"0.23","Credit Card Refinance","MORTGAGE","2025-03-21","High Risk","Fully Paid"
"LN123595","CUST207581",20000,60,"12.74",770,"0.35","Major Purchase","RENT","2024-11-03","Low Risk","Fully Paid"
"LN123596","CUST209873",5000,36,"17.22",626,"0.11","Debt Consolidation","MORTGAGE","2025-09-16","High Risk","Fully Paid"
"LN123597","CUST214753",5000,36,"20.60",586,"0.22","Major Purchase","OWN","2025-06-22","High Risk","Default"
"LN123598","CUST214597",10000,60,"14.86",724,"0.12","Debt Consolidation","RENT","2025-02-03","Low Risk","Fully Paid"
"LN123599","CUST211925",10000,36,"16.44",684,"0.30","Major Purchase","MORTGAGE","2023-09-29","Medium Risk","Fully Paid"
"LN123600","CUST204359",15000,36,"13.84",693,"0.40","Small Business","RENT","2025-05-31","Medium Risk","Fully Paid"
"LN123601","CUST201097",10000,36,"13.41",689,"0.48","Debt Consolidation","RENT","2025-05-07","Medium Risk","Fully Paid"
"LN123602","CUST207365",10000,60,"15.51",627,"0.47","Debt Consolidation","MORTGAGE","2024-08-16","High Risk","Fully Paid"
"LN123603","CUST206383",35000,36,"14.79",698,"0.40","Home Improvement","MORTGAGE","2023-04-16","Medium Risk","Fully Paid"
"LN123604","CUST212738",5000,36,"16.27",663,"0.34","Credit Card Refinance","RENT","2024-03-20","Medium Risk","Fully Paid"
"LN123605","CUST203166",15000,36,"16.82",656,"0.13","Debt Consolidation","RENT","2023-07-22","High Risk","Fully Paid"
"LN123606","CUST212965",50000,36,"15.06",751,"0.54","Home Improvement","MORTGAGE","2025-05-25","Low Risk","Fully Paid"
"LN123607","CUST212615",20000,60,"16.41",719,"0.39","Debt Consolidation","RENT","2024-02-07","Medium Risk","Fully Paid"
"LN123608","CUST204526",20000,36,"15.28",564,"0.33","Credit Card Refinance","MORTGAGE","2025-03-30","High Risk","Fully Paid"
"LN123609","CUST211664",15000,60,"13.78",690,"0.32","Home Improvement","RENT","2025-08-20","Medium Risk","Fully Paid"
"LN123610","CUST202345",5000,36,"16.67",733,"0.46","Credit Card Refinance","MORTGAGE","2025-12-07","Low Risk","Fully Paid"
"LN123611","CUST205961",20000,36,"17.60",617,"0.16","Debt Consolidation","MORTGAGE","2023-05-23","High Risk","Fully Paid"
